season,round,pick,team,gsis_id,pfr_player_id,cfb_player_id,pfr_player_name,hof,position,category,side,college,age,to,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks
2026,1,1,LVR,MEN516487,MendFe00,fernando-mendoza-1,Fernando Mendoza,FALSE,QB,QB,O,Indiana,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,2,NYJ,NA,BailDa02,david-bailey-5,David Bailey,FALSE,OLB,LB,D,Texas Tech,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,3,ARI,LOV121782,LoveJe00,jeremiyah-love-1,Jeremiyah Love,FALSE,RB,RB,O,Notre Dame,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,4,TEN,TAT143045,TateCa00,carnell-tate-1,Carnell Tate,FALSE,WR,WR,O,Ohio St.,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,5,NYG,REE496321,ReesAr00,arvell-reese-1,Arvell Reese,FALSE,LB,LB,D,Ohio St.,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,6,KAN,DEL076452,DelaMa00,mansoor-delane-1,Mansoor Delane,FALSE,CB,DB,D,LSU,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,7,WAS,NA,StylSo01,sonny-styles-1,Sonny Styles,FALSE,LB,LB,D,Ohio St.,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,8,NOR,TYS405541,TysoJo00,jordyn-tyson-1,Jordyn Tyson,FALSE,WR,WR,O,Arizona St.,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,9,CLE,FAN288396,FanoSp00,spencer-fano-1,Spencer Fano,FALSE,OT,OL,O,Utah,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,10,NYG,MAU290246,MauiFr01,francis-mauigoa-1,Francis Mauigoa,FALSE,OT,OL,O,Miami (FL),21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,11,DAL,DOW662609,DownCa00,caleb-downs-1,Caleb Downs,FALSE,S,DB,D,Ohio St.,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,12,MIA,PRO114835,ProcKa00,kadyn-proctor-1,Kadyn Proctor,FALSE,OT,OL,O,Alabama,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,13,LAR,SIM639376,SimpTy00,ty-simpson-1,Ty Simpson,FALSE,QB,QB,O,Alabama,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,14,BAL,IOA451705,IoanOl00,NA,Olaivavega Ioane,FALSE,OG,OG,NA,Penn St.,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,15,TAM,BAI741257,BainRu00,rueben-bain-jr-1,Rueben Bain Jr.,FALSE,DE,DL,D,Miami (FL),21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,16,NYJ,SAD482340,SadiKe00,kenyon-sadiq-1,Kenyon Sadiq,FALSE,TE,TE,O,Oregon,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,17,DET,NA,MillBl01,blake-miller-2,Blake Miller,FALSE,OT,OL,O,Clemson,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,18,MIN,BAN414915,BankCa01,caleb-banks-1,Caleb Banks,FALSE,DT,DL,D,Florida,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,19,CAR,FRE136741,FreeMo00,monroe-freeling-1,Monroe Freeling,FALSE,OT,OL,O,Georgia,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,20,PHI,LEM694125,LemoMa00,makai-lemon-1,Makai Lemon,FALSE,WR,WR,O,USC,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,21,PIT,IHE074158,IheaMa00,max-iheanachor-1,Max Iheanachor,FALSE,OT,OL,O,Arizona St.,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,22,LAC,NA,MesiAk01,akheem-mesidor-1,Akheem Mesidor,FALSE,DE,DL,D,Miami (FL),25,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,23,DAL,LAW442372,LawrMa01,malachi-lawrence-1,Malachi Lawrence,FALSE,DE,DL,D,Central Florida,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,24,CLE,CON046719,ConcKC00,NA,KC Concepcion,FALSE,WR,WR,O,Texas A&M,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,25,CHI,THI666823,ThieDi00,dillon-thieneman-1,Dillon Thieneman,FALSE,S,DB,D,Oregon,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,26,HOU,RUT745912,RutlKe01,keylan-rutledge-1,Keylan Rutledge,FALSE,G,OL,O,Georgia Tech,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,27,MIA,NA,JohnCh09,chris-johnson-26,Chris Johnson,FALSE,CB,DB,D,San Diego St.,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,28,NWE,LOM719974,LomuCa00,caleb-lomu-1,Caleb Lomu,FALSE,OT,OL,O,Utah,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,29,KAN,WOO547869,WoodPe00,peter-woods-1,Peter Woods,FALSE,DT,DL,D,Clemson,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,30,NYJ,COO816508,CoopOm00,omar-cooper-jr-1,Omar Cooper Jr.,FALSE,WR,WR,O,Indiana,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,31,TEN,FAU124764,FaulKe01,keldric-faulk-1,Keldric Faulk,FALSE,DE,DL,D,Auburn,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,1,32,SEA,PRI206342,PricJa02,jadarian-price-1,Jadarian Price,FALSE,RB,RB,O,Notre Dame,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,33,SFO,NA,StriDe01,dezhaun-stribling-1,De'Zhaun Stribling,FALSE,WR,WR,O,Mississippi,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,34,ARI,BIS728645,BisoCh00,chase-bistonis-1,Chase Bisontis,FALSE,G,OL,O,Texas A&M,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,35,BUF,PAR429755,ParkTJ00,tj-parker-1,T.J. Parker,FALSE,DE,DL,D,Clemson,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,36,HOU,MCD411150,McDoKa00,kayden-mcdonald-1,Kayden McDonald,FALSE,DT,DL,D,Ohio St.,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,37,NYG,HOO037014,HoodCo00,colton-hood-1,Colton Hood,FALSE,CB,DB,D,Tennessee,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,38,LVR,STU595590,StukTr00,treydan-stukes-1,Treydan Stukes,FALSE,CB,DB,D,Arizona,24,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,39,CLE,BOS677861,BostDe00,denzel-boston-1,Denzel Boston,FALSE,WR,WR,O,Washington,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,40,KAN,THO336441,MasoR01,NA,R Mason Thomas,FALSE,DE,DL,D,Oklahoma,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,41,CIN,HOW526021,HoweCa00,cashius-howell-1,Cashius Howell,FALSE,DE,DL,D,Texas A&M,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,42,NOR,MIL178336,MillCh01,christen-miller-1,Christen Miller,FALSE,DT,DL,D,Georgia,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,43,MIA,ROD653823,RodrJa00,jacob-rodriguez-1,Jacob Rodriguez,FALSE,LB,LB,D,Texas Tech,24,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,44,DET,MOO271522,MoorDe03,derrick-moore-1,Derrick Moore,FALSE,DE,DL,D,Michigan,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,45,BAL,YOU702783,YounZi00,zion-young-1,Zion Young,FALSE,DE,DL,D,Missouri,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,46,TAM,TRO474324,TrotJo00,josiah-trotter-1,Josiah Trotter,FALSE,LB,LB,D,Missouri,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,47,PIT,BER218265,BernGe00,germie-bernard-1,Germie Bernard,FALSE,WR,WR,O,Alabama,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,48,ATL,TER273657,TerrAv00,avieon-terrell-1,Avieon Terrell,FALSE,CB,DB,D,Clemson,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,49,CAR,HUN721690,HuntLe00,lee-hunter-1,Lee Hunter,FALSE,DT,DL,D,Texas Tech,24,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,50,NYJ,PON552872,PondDA00,dangelo-ponds-1,D'Angelo Ponds,FALSE,CB,DB,D,Indiana,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,51,MIN,GOL029315,GoldJa01,jake-golday-1,Jake Golday,FALSE,LB,LB,D,Cincinnati,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,52,GNB,CIS501810,CissBr00,brandon-cisse-1,Brandon Cisse,FALSE,CB,DB,D,South Carolina,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,53,IND,ALL081937,AlleCJ00,NA,CJ Allen,FALSE,LB,LB,D,Georgia,21,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,54,PHI,STO806346,StowEl00,eli-stowers-1,Eli Stowers,FALSE,TE,TE,O,Vanderbilt,23,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,55,NWE,JAC003008,JacaGa00,gabe-jacas-1,Gabe Jacas,FALSE,DE,DL,D,Illinois,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,56,JAX,BOE586077,BoerNa00,nate-boerkircher-1,Nate Boerkircher,FALSE,TE,TE,O,Texas A&M,25,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
