season,week,player_name,market,line,over_odds,under_odds,sportsbook,recorded_at
2026,1,Brashard Smith,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Terrance Ferguson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Konata Mumpfield,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jack Bech,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Ashton Jeanty,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Dont'e Thornton Jr.,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Ollie Gordon II,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Max Brosmer,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,TreVeyon Henderson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Kyle Williams,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Devin Neal,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Tyler Shough,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Beaux Collins,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jaxson Dart,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Cam Skattebo,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Arian Smith,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Mason Taylor,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Kaleb Johnson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Oronde Gadsden II,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Tre Harris,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,KeAndre Lambert-Smith,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Elijah Arroyo,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Tory Horton,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Emeka Egbuka,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Tez Johnson,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jacory Croskey-Merritt,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Jaylin Lane,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
2026,1,Isaiah Bond,anytime_td,NA,NA,NA,NA,2026-07-15 20:53:46
